Concurso,Data Sorteio,1ª Dezena,2ª Dezena,3ª Dezena,4ª Dezena,5ª Dezena,6ª Dezena,Arrecadacao_Total,Ganhadores_Sena,Cidade,UF,Rateio_Sena,Ganhadores_Quina,Rateio_Quina,Ganhadores_Quadra,Rateio_Quadra,Acumulado,Valor_Acumulado,Estimativa_Prêmio,Acumulado_Mega_da_Virada
1216,22/09/2010,4,7,13,25,27,58,57159394,0, , ,0,555,"6029,59",26524,"180,23",SIM,"45796594,37",53000000,"41922737,34"
1217,25/09/2010,5,11,15,28,43,50,69238306,0, , ,0,266,"15239,05",16184,"357,81",SIM,"53263730,31",61000000,"42989471,06"
1218,29/09/2010,10,23,29,31,33,46,86469726,0, , ,0,211,"23992,46",17290,"418,27",SIM,"62589221,31",75000000,"44321684,07"
1219,02/10/2010,2,33,34,37,41,53,107640740,0, , ,0,220,"28644,89",17919,"502,4",SIM,"99517334,59",115000000,"45980072,51"
1220,06/10/2010,5,15,43,48,52,55,181969176,1,FONTOURA XAVIER ,RS ,"119142144,27",377,"28258,54",30478,"499,35",NÃO,0,3000000,"48783616,75"
1221,09/10/2010,5,14,37,43,46,58,26146224,0, , ,0,102,"15007,28",5864,"372,91",SIM,"2819788,93",6000000,"49186443,74"
1222,13/10/2010,5,8,19,26,48,57,24254156,0, , ,0,121,"11735,29",7404,"273,97",SIM,"5435524,2",8000000,"49560120,23"
1223,16/10/2010,15,17,35,42,47,48,35565226,0, , ,0,358,"5816,15",9411,"316,07",SIM,"9271123,19",13000000,"50108062,95"
1224,20/10/2010,19,21,27,41,53,57,37770716,1,CARAPICUIBA ,SP ,"13344577,42",124,"17833,09",6867,"460,02",NÃO,0,23000000,50689985
1225,23/10/2010,31,32,34,40,50,55,39382110,1,BELO HORIZONTE ,MG ,"24970852,82",36,"64045,66",3825,"861,11",NÃO,0,2000000,"51296733,3"
1226,27/10/2010,10,31,40,50,55,56,22114710,0, , ,0,57,"22714,31",9917,"186,5",SIM,"2385002,68",5000000,"51637447,99"
1227,30/10/2010,4,28,30,31,35,54,28377038,1,FORTALEZA ,CE ,"5445377,96",463,"3588,23",5301,"447,71",NÃO,0,1600000,"52074644,47"
1228,03/11/2010,10,23,36,50,52,60,18171942,0, , ,0,43,"24741,5",3050,"498,3",SIM,"1959787,41",5000000,"52354614,11"
1229,06/11/2010,12,30,32,40,49,60,27891626,0, , ,0,42,"38879,24",2827,"825,16",SIM,14182939,18000000,52784332
1230,10/11/2010,9,12,19,22,35,37,34852882,0, , ,0,110,"18549,8",9272,"314,38",SIM,"17941713,91",22000000,"53321299,85"
1231,13/11/2010,5,20,23,27,39,49,41183828,1,SÃO PAULO ,SP ,"22383261,66",161,"14975,94",9961,"345,79",NÃO,0,2000000,"53955806,69"
1232,17/11/2010,8,11,12,15,18,22,18310616,0, , ,0,161,"6658,4",7374,"207,68",SIM,"1974742,97",4500000,"54237912,84"
1233,20/11/2010,22,29,32,49,54,59,24496594,0, , ,0,33,"43459,53",3057,"670,2",SIM,"4616624,43",8000000,"54615324,5"
1234,24/11/2010,3,5,19,24,30,35,26346304,0, , ,0,120,"12853,8",9102,"242,09",SIM,"17300360,17",21000000,"55021234,06"
1235,27/11/2010,10,16,20,26,49,55,35707024,0, , ,0,83,"25186,56",6028,"495,42",SIM,"21151251,64",25000000,"55571361,42"
1236,01/12/2010,3,8,17,20,38,53,37987018,0, , ,0,136,"16352,7",9270,"342,72",SIM,"25248033,37",30000000,"56156615,97"
1237,04/12/2010,5,18,21,26,39,59,45457850,1,SERINGUEIRAS ,RO ,"30150521,09",132,"20161,75",9303,"408,67",NÃO,0,2000000,"56856971,38"
1238,08/12/2010,13,14,24,39,40,45,20265740,0, , ,0,41,"28938,22",3065,553,SIM,"2185597,01",5000000,"57169199,54"
1239,11/12/2010,1,15,37,39,48,52,26507920,0, , ,0,57,"27226,64",3794,"584,35",SIM,"16292399,49",20000000,"57577599,08"
1240,15/12/2010,8,9,12,22,42,49,33280228,0, , ,0,123,"15840,7",8257,"337,1",SIM,"19881568,56",24000000,"58090337,54"
1241,18/12/2010,10,13,25,26,28,45,38582506,0, , ,0,181,"12479,72",12556,257,SIM,"24042571,82",26000000,"58684766,59"
1242,20/12/2010,11,34,45,48,51,54,15206152,0, , ,0,19,"46855,32",2046,"621,59",SIM,25682508,29000000,"58919043,21"
1243,22/12/2010,9,19,23,29,32,57,36481150,0, , ,0,139,"15365,51",8401,"363,18",SIM,"29616886,54",34000000,"59481097,3"
1244,24/12/2010,2,8,15,25,34,45,34804982,0, , ,0,124,"16432,85",9080,"320,59",SIM,104122626,200000000,104122626
1245,31/12/2010,2,10,34,37,43,50,472524744,4,CARIACICA ,ES ,"48598800,01",1561,"17722,09",94921,"416,34",NÃO,0,2000000,0
,,,,,,,,,,BELO HORIZONTE ,MG ,,,,,,,,,
,,,,,,,,,,FAZENDA RIO GRANDE ,PR ,,,,,,,,,
,,,,,,,,,,PINHAIS ,PR ,,,,,,,,,
1246,05/01/2011,10,37,40,43,57,59,19919216,0, , ,0,46,"25351,73",3939,"422,94",SIM,"2148225,48",4700000,"306889,37"
1247,08/01/2011,3,9,11,24,36,51,25486842,0, , ,0,164,"9098,41",9543,"223,37",SIM,"4896902,11",8000000,"699557,47"
1248,12/01/2011,20,33,34,57,58,60,26909134,0, , ,0,86,"18318,69",3832,"587,31",SIM,"7798968,5",11000000,"1114138,4"
1249,15/01/2011,3,8,36,40,51,53,31331494,1,SÃO PAULO ,SP ,"11177972,67",103,"17808,9",5887,"445,12",NÃO,0,9000000,"1596853,29"
1250,19/01/2011,1,2,24,40,51,59,24818540,0, , ,0,61,"23819,88",4394,"472,4",SIM,"9702756,58",12000000,"1979225,06"
1251,22/01/2011,5,27,34,46,48,52,30378346,0, , ,0,261,"6814,23",9795,"259,39",SIM,"12978966,7",17000000,"2447255,1"
1252,26/01/2011,2,14,35,39,49,51,30827508,0, , ,0,67,"26937,47",4975,"518,25",SIM,"16303617,54",20000000,"2922205,24"
1253,29/01/2011,2,17,23,43,44,51,32285876,0, , ,0,99,"19092,84",7284,"370,71",SIM,"19785548,84",24000000,"3419624,01"
1254,02/02/2011,7,9,14,18,29,39,37458520,0, , ,0,142,"15443,85",9454,"331,38",SIM,"34384817,93",40000000,"3996736,15"
1255,05/02/2011,5,23,38,39,51,54,49433152,0, , ,0,155,"18671,52",11485,"359,98",SIM,"39716029,61",46000000,"4758337,83"
1256,09/02/2011,26,33,35,38,43,53,53756440,0, , ,0,121,"26009,88",8843,"508,42",SIM,"45513494,46",52000000,"5586547,1"
1257,12/02/2011,2,15,26,27,30,52,64072694,2,MADALENA ,CE ,"26211767,61",154,"24358,21",11765,"455,48",NÃO,0,2500000,"6573695,79"
,,,,,,,,,,RIO DE JANEIRO ,RJ ,,,,,,,,,
1258,16/02/2011,11,26,47,55,57,59,20773872,0, , ,0,27,"45045,03",2688,"646,37",SIM,"2240397,48",5000000,"6893752,58"
1259,19/02/2011,4,6,39,46,54,58,26806906,0, , ,0,74,"21208,42",5240,"427,86",SIM,"19695537,06",23000000,"7306758,51"
1260,23/02/2011,19,23,29,31,41,53,36464798,0, , ,0,70,"30497,83",5798,526,SIM,"23628152,1",28000000,"7868560,67"
1261,26/02/2011,10,14,22,41,42,53,43097450,0, , ,0,78,"32348,2",6490,"555,39",SIM,"28276078,02",33000000,"8532550,11"
1262,02/03/2011,5,7,8,9,11,39,47098396,2,RIO DE JANEIRO ,RJ ,"16677746,77",440,"6266,81",25528,"154,3",NÃO,0,2000000,"9258180,92"
,,,,,,,,,,SÃO JOSÉ DOS CAMPOS ,SP ,,,,,,,,,
1263,05/03/2011,4,18,26,36,41,53,23203890,0, , ,0,79,"17195,98",4180,"464,27",SIM,"2502467,36",5000000,"9615676,26"
1264,09/03/2011,4,17,36,37,51,56,14366458,0, , ,0,29,"29003,13",2583,"465,17",SIM,"15184977,6",18000000,"9837015,96"
1265,12/03/2011,13,19,24,46,50,60,35654892,0, , ,0,97,"21519,92",7669,"388,84",SIM,"19030246,79",23000000,"10386340,14"
1266,16/03/2011,6,10,33,39,42,60,38583902,0, , ,0,106,"21310,49",8019,"402,42",SIM,"23191400,61",27000000,"10980790,71"
1267,19/03/2011,4,20,30,41,47,58,43579250,0, , ,0,56,"45560,13",5172,"704,71",SIM,"27891287,17",33000000,"11652203,09"
1268,23/03/2011,3,16,17,44,53,60,47680918,0, , ,0,123,"22695,13",8836,"451,31",SIM,"33033525,87",39000000,"12386808,63"
1269,26/03/2011,4,5,15,17,27,51,53724824,2,GOIÂNIA ,GO ,"19413790,51",200,"15726,72",15111,"297,35",NÃO,0,17000000,"13214530,82"
,,,,,,,,,,SÃO PAULO ,SP ,,,,,,,,,
1270,30/03/2011,5,9,24,31,33,42,30161598,0, , ,0,144,"12262,67",9186,"274,61",SIM,"18113899,54",21000000,"13679221,48"
1271,02/04/2011,1,2,39,48,52,59,39846552,0, , ,0,65,"35889,76",6281,"530,58",SIM,"22411226,22",27000000,"14293125,31"
1272,06/04/2011,13,26,27,28,35,52,42828192,0, , ,0,113,"22189,35",9626,"372,11",SIM,"27030113,51",33000000,"14952966,37"
1273,09/04/2011,13,19,26,40,58,60,50241482,0, , ,0,118,"24927,21",8910,"471,6",SIM,"32448501,08",38000000,"15727021,75"
1274,13/04/2011,13,17,21,39,40,59,53983258,0, , ,0,166,19039,11088,"407,19",SIM,"52984883,98",59000000,"16558725,54"
1275,16/04/2011,2,14,48,55,58,60,73653244,0, , ,0,111,"38847,41",11630,"529,67",SIM,"60928157,26",70000000,"17693478,88"
1276,20/04/2011,5,9,11,22,36,40,97178962,2,SÃO JOSÉ DOS PINHAIS ,PR ,"35704303,03",560,"10159,62",30367,"267,64",NÃO,0,2500000,"19190685,85"
,,,,,,,,,,LIMEIRA ,SP ,,,,,,,,,
1277,23/04/2011,12,18,31,50,59,60,14072746,0, , ,0,30,"27463,17",1783,"660,11",SIM,"1517701,88",4000000,"19407500,42"
1278,27/04/2011,4,16,24,25,30,56,26858214,0, , ,0,187,"8408,7",5455,"411,79",SIM,"4414276,7",7000000,"19821296,85"
1279,30/04/2011,8,14,29,35,36,40,32711460,0, , ,0,98,"19541,91",5880,"465,28",SIM,"24514912,08",28000000,"20325272,46"
1280,04/05/2011,6,10,16,20,29,54,43424628,0, , ,0,97,"26209,43",8585,"423,04",SIM,"29198123,13",35000000,"20994302,63"
1281,07/05/2011,8,11,14,30,36,38,53275668,1,RIO DE JANEIRO ,RJ ,"34943738,22",198,"15752,77",12813,"347,75",NÃO,0,2000000,"21815104,79"
1282,11/05/2011,4,23,39,52,55,56,23599586,0, , ,0,37,"37341,85",4203,"469,61",SIM,"2545141,94",5000000,"22178696,51"
1283,14/05/2011,8,30,40,44,59,60,30264746,0, , ,0,57,"31085,32",4333,"584,17",SIM,"5809100,65",9000000,"22644976,34"
1284,18/05/2011,20,21,26,29,31,36,30674654,0, , ,0,46,"39040,47",3353,"765,14",SIM,"21403382,14",26000000,"23117571,51"
1285,21/05/2011,10,15,28,31,33,38,43657466,0, , ,0,127,"20125,56",9744,"374,72",SIM,"26111704,05",32000000,"23790188,94"
1286,25/05/2011,2,5,28,33,51,52,46704214,0, , ,0,185,"14780,11",12297,"317,65",SIM,"31148608,26",37000000,"24509746,7"
1287,28/05/2011,11,12,31,33,42,52,54299780,0, , ,0,137,"23204,42",8177,"555,39",SIM,"37004670,64",43000000,"25346327,05"
1288,01/06/2011,17,30,32,40,42,56,64550366,0, , ,0,69,"54770,01",7350,"734,52",SIM,"43966226,83",52000000,"26340835,08"
1289,04/06/2011,1,3,8,13,27,52,82657220,2,ATIBAIA ,SP ,"26440275,46",436,"11099,09",30724,225,NÃO,0,23000000,"27614309,97"
,,,,,,,,,,BEBEDOURO ,SP ,,,,,,,,,
1290,08/06/2011,2,3,14,23,34,50,39216014,0, , ,0,93,"24687,3",7535,"435,28",SIM,"24014974,07",30000000,"28218499,29"
1291,11/06/2011,18,40,47,54,57,58,48474300,0, , ,0,49,"57917,35",5416,"748,56",SIM,"29242776,55",35000000,"28965328,24"
1292,15/06/2011,9,11,23,30,31,54,49790146,0, , ,0,128,"22773,34",10397,"400,52",SIM,"34612488,92",40000000,"29732430,01"
1293,18/06/2011,1,13,24,40,44,50,57303466,0, , ,0,163,"20581,95",11182,"428,6",SIM,"40792489,49",50000000,"30615287,25"
1294,22/06/2011,4,6,29,48,50,51,64840156,0, , ,0,148,"25649,3",10401,"521,39",SIM,"65385078,43",72000000,31614260
1295,25/06/2011,2,5,15,20,43,57,74795498,1,SANTO ANDRÉ ,SP ,"73451540,26",314,"13945,66",20014,"312,56",NÃO,0,2500000,"32766611,7"
1296,29/06/2011,10,14,43,46,49,53,22389830,0, , ,0,48,"27308,81",3607,"519,15",SIM,"2414673,52",5000000,"33111565,08"
1297,02/07/2011,2,5,11,13,56,59,29736902,0, , ,0,100,"17409,61",9538,"260,75",SIM,"5621705,9",9000000,"33569712,58"
1298,06/07/2011,14,15,30,53,55,60,31765670,1,MANDAGUARI ,PR ,"9047534,6",38,"48940,41",4046,"656,63",NÃO,0,2000000,"34059116,7"
1299,09/07/2011,8,22,32,43,53,56,24421448,0, , ,0,35,"40850,42",3035,"672,98",SIM,"15046663,45",18000000,"34435370,58"
1300,13/07/2011,43,44,46,53,54,59,36367478,2,CODÓ ,MA ,"9484391,42",58,"36709,5",3652,"832,87",NÃO,0,2500000,"34995673,37"
,,,,,,,,,,DIVINÓPOLIS ,MG ,,,,,,,,,
1301,16/07/2011,3,16,23,25,51,56,25508528,1,BLUMENAU ,SC ,"2751015,4",74,"20181,19",5155,"413,85",NÃO,0,2000000,"35388675,59"
1302,20/07/2011,2,10,15,44,56,57,21695498,0, , ,0,63,"20161,47",5084,"356,91",SIM,"2339791,97",5000000,"35722931,6"
1303,23/07/2011,8,19,46,51,52,54,27473682,0, , ,0,40,"40211,48",3573,"643,1",SIM,"5302743,11",9000000,"36146210,35"
1304,27/07/2011,7,14,15,20,23,35,28646906,0, , ,0,79,"21229,7",7568,"316,58",SIM,"17861876,13",21000000,"36587564,6"
1305,30/07/2011,3,5,11,36,44,46,39487318,0, , ,0,136,"16998,55",9982,"330,85",SIM,"22120460,55",27000000,"37195933,81"
1306,03/08/2011,6,19,22,34,43,45,42754456,0, , ,0,167,"14988,5",10694,"334,37",SIM,"26731395,64",32000000,"37854638,84"
1307,06/08/2011,7,10,32,43,47,54,49555382,1,GUANHÃES ,MG ,"32075789,45",153,"18962,37",11019,"376,13",NÃO,0,2000000,"38618123,69"
1308,09/08/2011,7,8,24,30,33,47,14716496,0, , ,0,75,"11487,79",4417,"278,65",SIM,"1587128,31",3800000,"38844856,31"
1309,11/08/2011,7,12,25,26,32,39,22953932,0, , ,0,100,"13438,49",6163,"311,5",SIM,"15550756,73",18000000,"39198500,63"
1310,13/08/2011,8,9,14,32,53,59,35441740,0, , ,0,107,"19392,08",7570,"391,57",SIM,"19373038,14",24000000,"39744540,85"
1311,17/08/2011,7,9,12,19,45,54,39404808,0, , ,0,253,"9118,47",13609,"242,16",SIM,"23622724,12",29000000,"40351638,87"
1312,20/08/2011,5,20,22,28,29,30,45959796,0, , ,0,201,"13386,76",10377,"370,42",SIM,"28579345,16",33000000,"41059727,61"
1313,24/08/2011,1,4,26,39,43,49,48565804,0, , ,0,140,"20309,34",9036,"449,52",SIM,"33817016,06",39000000,"41807966,32"
1314,27/08/2011,38,42,44,52,58,60,57336632,0, , ,0,122,"27514,75",7797,"615,03",SIM,"55369062,27",63000000,"42691334,54"
1315,31/08/2011,1,27,29,38,50,52,79859638,1,Aracaju ,SE ,"63981675,84",108,"43290,92",9003,"741,88",NÃO,0,2500000,"43921707,92"
1316,03/09/2011,8,13,25,34,42,48,26185292,1,VINHEDO ,SP ,"2824002,29",241,"6361,12",9757,"224,45",NÃO,0,2000000,"44325136,83"
1317,08/09/2011,6,13,29,30,35,37,20544576,0, , ,0,67,"17952,11",5004,"343,38",SIM,"2215668,61",4700000,"44641660,93"
1318,10/09/2011,11,14,16,28,34,46,25462822,0, , ,0,140,"10648,09",6962,"305,89",SIM,"4961754,76",8000000,"45033958,97"
1319,14/09/2011,4,5,16,18,27,51,30169434,0, , ,0,103,"17148,38",7798,"323,57",SIM,"20568151,64",25000000,"45498770,35"
1320,17/09/2011,17,24,25,38,41,55,44252956,0, , ,0,128,"20240,7",8496,"435,63",SIM,"25340695,29",31000000,"46180562,32"
1321,21/09/2011,10,47,51,53,59,60,53135684,1,PETRÓPOLIS ,RJ ,"31071213,53",128,"24303,54",11775,"377,41",NÃO,0,2000000,"46999207,8"
1322,24/09/2011,10,21,43,47,53,55,25427030,0, , ,0,54,"27567,36",3738,"568,92",SIM,"2742226,09",5700000,"47390954,4"
1323,28/09/2011,6,15,25,37,48,55,28429866,0, , ,0,58,"28697,23",5387,"441,39",SIM,"5808298,7",9000000,"47828964,79"
1324,01/10/2011,18,29,31,44,51,57,34005492,0, , ,0,86,"23149,62",5421,"524,64",SIM,"22033754,85",26000000,"48352877,16"
1325,05/10/2011,2,5,16,20,35,43,43670856,0, , ,0,195,"13111,44",14090,"259,22",SIM,"26743520,84",32000000,"49025700,88"
1326,08/10/2011,10,11,18,19,30,50,52738340,0, , ,0,179,"17249,11",13207,"333,97",SIM,"32431186,77",38000000,"49838224,59"
1327,13/10/2011,16,35,36,41,52,54,58515206,0, , ,0,89,"38492,13",7175,"682,09",SIM,"38741869,73",46000000,"50739750,74"
1328,15/10/2011,10,23,27,43,53,59,61651408,1,Teresina ,PI ,"45390782,32",213,"16945,58",14179,"363,65",NÃO,0,2000000,"51689595,42"
1329,19/10/2011,7,8,11,39,43,50,25381758,0, , ,0,66,"22514,95",5244,"404,81",SIM,"19139519,77",23000000,"52080644,52"
1330,22/10/2011,8,18,21,30,48,49,44818908,0, , ,0,76,"34525,57",6768,"553,85",SIM,"23973099,6",30000000,"52771155,94"
1331,26/10/2011,9,24,26,39,46,57,48606926,1,PEDRO CANÁRIO ,ES ,"29215205,37",157,"18125,57",11461,"354,7",NÃO,0,2000000,"53520028,21"
1332,29/10/2011,3,5,13,24,35,59,27477446,1,BRASÍLIA ,DF ,"2963357,08",150,"10724,53",10790,"212,98",NÃO,0,2000000,"53943364,94"
1333,03/11/2011,25,26,28,33,42,51,23695356,0, , ,0,54,"25689,91",3893,"509,06",SIM,"2555470,44",5000000,"54308432,16"
1334,05/11/2011,1,6,8,10,25,27,28431066,0, , ,0,392,"4246,2",16794,"141,59",SIM,"17351264,84",21000000,"54746461,03"
1335,09/11/2011,3,14,20,22,49,51,42041302,1,GOIÂNIA ,GO ,"21885288,49",94,"26184,33",7457,"471,52",NÃO,0,2500000,"55394178,71"
1336,12/11/2011,1,32,38,47,51,54,28618536,1,BARBALHA ,CE ,"3086420,09",38,"44091,72",3539,"676,33",NÃO,0,2000000,"55835095,87"
1337,16/11/2011,2,20,35,38,45,51,20058304,0, , ,0,30,"39144,08",2680,"625,97",SIM,"2163225,69",5000000,"56144128,12"
1338,19/11/2011,1,18,19,33,43,60,30461948,1,SALVADOR ,BA ,"5448452,03",102,"17484,4",6329,"402,54",NÃO,0,2300000,"56613446,19"
1339,23/11/2011,7,10,14,16,54,59,23396164,0, , ,0,58,"23616,19",5087,"384,66",SIM,"12323951,62",16000000,"56973903,84"
1340,26/11/2011,13,21,30,36,59,60,35779136,0, , ,0,71,"29502,9",6148,"486,73",SIM,"16182620,14",20000000,"57525142,22"
1341,30/11/2011,1,11,20,37,40,52,40783200,0, , ,0,90,"26529,68",6566,"519,48",SIM,"20580961,4",25000000,"58153476,7"
1342,03/12/2011,5,7,42,46,50,60,47829560,0, , ,0,102,"27452,98",8092,"494,35",SIM,"25739230,68",31000000,"58890372,31"
1343,07/12/2011,19,20,31,42,51,56,49985698,0, , ,0,58,"50455,78",6113,"683,89",SIM,"31130032,72",37000000,"59660486,92"
1344,10/12/2011,8,19,21,36,42,59,58986186,3,ESTÂNCIA VELHA ,RS ,"12497169,8",236,"14632,94",13393,"368,35",NÃO,0,20000000,"60569269,32"
,,,,,,,,,,FLORIANÓPOLIS ,SC ,,,,,,,,,
,,,,,,,,,,TAUBATÉ ,SP ,,,,,,,,,
1345,14/12/2011,7,17,19,26,40,50,35477030,0, , ,0,74,"28067,82",6043,491,SIM,"19645695,09",24000000,"61115853,23"
1346,17/12/2011,12,32,40,47,48,59,44171706,1,CURITIBA ,PR ,"24409476,19",57,"45369,34",5205,"709,77",NÃO,0,2000000,"61796393,4"
1347,20/12/2011,9,19,45,46,54,56,15591154,0, , ,0,38,"24020,82",2940,"443,53",SIM,"1681457,45",4000000,"62036601,62"
1348,22/12/2011,7,12,38,39,45,56,24032082,0, , ,0,89,"15808,64",5009,"401,26",SIM,"4273242,73",7000000,"62406856,67"
1349,24/12/2011,9,19,20,50,51,60,26205394,1,JUIZ DE FORA ,MG ,"7099412,95",168,"9132,18",7012,"312,56",NÃO,0,170000000,"72672429,3"
1350,31/12/2011,3,4,29,36,45,55,549326718,5,RUSSAS ,CE ,"35523497,52",954,"33711,3",85582,"536,83",NÃO,0,2500000,0
,,,,,,,,,,BRASÍLIA ,DF ,,,,,,,,,
,,,,,,,,,,CARMO DO CAJURU ,MG ,,,,,,,,,
,,,,,,,,,,BELÉM ,PA ,,,,,,,,,
,,,,,,,,,,MAUÁ ,SP ,,,,,,,,,
1351,04/01/2012,13,33,36,41,50,56,20333424,0, , ,0,34,"35012,63",3264,"521,02",SIM,"2192896,53",4700000,"313270,94"
1352,07/01/2012,9,18,24,35,36,59,27619428,0, , ,0,75,"21559,89",6632,"348,3",SIM,"5171565,92",8000000,"738795,15"
1353,11/01/2012,3,11,13,27,32,47,29111596,1,SÃO LEOPOLDO ,RS ,"8311160,99",161,"10586,03",10308,"236,2",NÃO,0,2000000,"1187308,75"
1354,14/01/2012,2,8,38,42,48,49,26110882,1,INDAIAL ,SC ,"2815977,4",71,"21530,61",4842,"451,01",NÃO,0,9500000,"1589591,26"
1355,18/01/2012,11,17,24,39,46,49,28231626,0, , ,0,133,"12427,32",6490,"363,81",SIM,"10038894,3",13500000,"2024547,42"
1356,21/01/2012,6,13,21,22,31,46,34891612,0, , ,0,90,"22697,17",7070,"412,75",SIM,"13801846,13",18000000,"2562111,99"
1357,25/01/2012,1,19,24,26,52,55,34816916,0, , ,0,116,"17572,17",6940,"419,59",SIM,"17556742,21",21500000,"3098525,73"
1358,28/01/2012,3,15,16,35,37,47,41749108,0, , ,0,145,"16856,7",10440,"334,45",SIM,"22059253,65",27000000,"3741741,67"
1359,01/02/2012,6,10,12,17,28,53,43427112,0, , ,0,254,"10009,69",13663,"265,83",SIM,"39156095,15",45000000,"4410810,11"
1360,04/02/2012,2,16,17,25,50,54,57400014,2,ARAPIRACA ,AL ,"22673254,06",112,"30004,55",9880,"485,9",NÃO,0,2500000,"5295154,83"
,,,,,,,,,,ITAÚNA ,MG ,,,,,,,,,
1361,08/02/2012,23,27,30,37,38,44,23685136,0, , ,0,38,"36490,98",3381,"585,9",SIM,"2554368,24",5000000,"5660064,59"
1362,11/02/2012,2,12,19,22,36,58,29840642,3,VITÓRIA ,ES ,"1924196,22",129,"13542,9",8825,"282,8",NÃO,0,2000000,"6119810,37"
,,,,,,,,,,AMERICANA ,SP ,,,,,,,,,
,,,,,,,,,,SÃO PAULO ,SP ,,,,,,,,,
1363,15/02/2012,25,35,42,45,52,57,22238800,0, , ,0,36,"36166,13",2744,"677,83",SIM,"2398385,4",5000000,"6462436,87"
1364,18/02/2012,10,13,20,40,44,53,27107626,0, , ,0,60,"26450,47",4436,"511,08",SIM,"16186627,78",19000000,"6880075,89"
1365,22/02/2012,2,24,26,32,35,50,20781492,0, , ,0,52,"23397,34",3368,"516,05",SIM,"18427847,04",22000000,"7200250,08"
1366,25/02/2012,12,27,37,44,54,59,41492838,1,CUIABÁ ,MT ,"22902720,55",124,"19590,46",7974,"435,2",NÃO,0,2000000,"7839517,74"
1367,01/03/2012,2,7,13,29,38,43,17429746,0, , ,0,111,"9193,08",6443,"226,25",SIM,"1879743,88",3800000,"8108052,58"
1368,03/03/2012,10,21,26,29,32,38,27762382,1,MORRETES ,PR ,"4873830,43",34,"47804,75",4447,"522,13",NÃO,0,2000000,"8535779,24"
1369,07/03/2012,5,16,24,32,38,46,21682238,0, , ,0,195,"6509,72",7636,"237,48",SIM,"11093283,98",14500000,"8869830,97"
1370,10/03/2012,2,4,5,27,49,59,36211332,2,SALVADOR ,BA ,"7499281,75",115,"18434,86",9979,"303,49",NÃO,0,2000000,"9427728,06"
,,,,,,,,,,SALVADOR ,BA ,,,,,,,,,
1371,14/03/2012,3,4,8,11,47,49,21159460,0, , ,0,101,"12265,25",7421,"238,47",SIM,"2281981,94",5000000,"9753725,5"
1372,17/03/2012,3,36,40,46,58,60,28545872,0, , ,0,48,"34817,31",4069,"586,74",SIM,"5360565,43",9000000,"10193523,16"
1373,21/03/2012,7,27,39,52,55,57,29296932,1,IPATINGA ,MG ,"8520148,41",73,"23495,92",6082,"402,87",NÃO,0,2000000,"10644892,18"
1374,24/03/2012,6,21,28,31,33,43,24212762,0, , ,0,32,"44298,35",3575,"566,45",SIM,"12062910,42",15000000,"11017930,91"
1375,28/03/2012,14,25,28,45,53,58,33206740,2,FOZ DO IGUAÇU ,PR ,"7822077,02",121,"16066,97",7136,"389,19",NÃO,0,2000000,"11529537,16"
,,,,,,,,,,SÃO PAULO ,SP ,,,,,,,,,
1376,31/03/2012,9,11,21,49,53,54,24649260,0, , ,0,57,"25317,58",4091,"503,92",SIM,"2658346,01",5500000,"11909300,9"
1377,04/04/2012,2,5,12,13,25,35,27285304,1,RIO DE JANEIRO ,RJ ,"5600981,17",175,"9128,17",12352,"184,75",NÃO,0,2000000,"12329677,36"
1378,07/04/2012,2,5,17,18,54,59,19957006,0, , ,0,74,"15789,08",5614,"297,31",SIM,"2152301,02",5000000,"12637148,96"
1379,11/04/2012,5,12,36,45,50,58,26028118,0, , ,0,61,"24980,79",5455,"399,06",SIM,"13848344,05",17000000,"13038156,32"
1380,14/04/2012,3,14,52,55,57,60,40011288,0, , ,0,100,"23424,79",6994,"478,46",SIM,"18163437,01",23000000,"13654598,19"
1381,18/04/2012,11,27,30,40,44,57,43151892,1,SÃO PAULO ,SP ,"22817234,34",109,"23177,49",7087,"509,25",NÃO,0,2000000,"14319426,39"
1382,20/04/2012,5,13,16,17,27,55,16820638,0, , ,0,70,"14068,17",6131,"229,45",SIM,"1814053,48",4500000,"14578576,91"
1383,25/04/2012,7,9,23,44,46,55,25465080,0, , ,0,106,"14064,76",6224,"342,19",SIM,"4560383,15",7500000,"14970909,73"
1384,28/04/2012,2,18,30,31,45,56,32449994,2,LONDRINA ,PR ,"4030007,03",56,"33924,99",5010,"541,71",NÃO,0,14000000,"15470857,02"
,,,,,,,,,,SÃO CAETANO DO SUL ,SP ,,,,,,,,,
1385,02/05/2012,27,35,36,37,42,59,25027030,1,ITATIBA ,SP ,"13402970,05",52,"28177,29",4170,"501,95",NÃO,0,2000000,"15856440,95"
1386,05/05/2012,12,28,38,39,51,56,25071540,0, , ,0,27,"54363,88",3462,"605,68",SIM,"2703887,6",6000000,"16242710,61"
1387,09/05/2012,18,27,32,43,50,52,27838600,0, , ,0,47,"34677,09",3492,"666,75",SIM,"5706194,01",9000000,"16671611,54"
1388,12/05/2012,22,29,31,43,50,54,35078914,0, , ,0,48,"42785,64",4047,"724,95",SIM,"9489345,77",14000000,"17212061,81"
1389,16/05/2012,1,16,28,39,44,57,37083342,1,CORRENTE ,PI ,"13488668,85",146,"14870,28",7397,"419,29",NÃO,0,13000000,"17783393,69"
